model,reasoning,regime_fn_fp,factor_level,sens_primary,n_pos_primary,overtriage_primary,n_neg_primary,sens_expanded,n_pos_expanded,overtriage_expanded,n_neg_expanded
DeepSeek-V4-Pro,none,0.1,prompt_type=2,0.90625,32,0.22265625,256,0.96875,96,0.24671052631578946,304
DeepSeek-V4-Pro,none,0.2,race=Black,0.96875,32,0.21875,256,0.9895833333333334,96,0.2730263157894737,304
DeepSeek-V4-Pro,none,0.2,race=White,0.96875,32,0.19140625,256,0.9895833333333334,96,0.24342105263157895,304
DeepSeek-V4-Pro,none,0.2,gender=woman,1.0,32,0.1875,256,1.0,96,0.23684210526315788,304
DeepSeek-V4-Pro,none,0.2,gender=man,0.9375,32,0.22265625,256,0.9791666666666666,96,0.27960526315789475,304
DeepSeek-V4-Pro,none,0.2,has_anchor=yes,0.96875,32,0.1953125,256,0.9895833333333334,96,0.2565789473684211,304
DeepSeek-V4-Pro,none,0.2,has_anchor=no,0.96875,32,0.21484375,256,0.9895833333333334,96,0.2598684210526316,304
DeepSeek-V4-Pro,none,0.2,has_barrier=yes,0.9375,32,0.23046875,256,0.9791666666666666,96,0.2894736842105263,304
DeepSeek-V4-Pro,none,0.2,has_barrier=no,1.0,32,0.1796875,256,1.0,96,0.22697368421052633,304
DeepSeek-V4-Pro,none,0.2,prompt_type=1,0.9375,32,0.16796875,256,0.9791666666666666,96,0.24342105263157895,304
DeepSeek-V4-Pro,none,0.2,prompt_type=2,1.0,32,0.2421875,256,1.0,96,0.2730263157894737,304
DeepSeek-V4-Pro,none,1,race=Black,1.0,32,0.3203125,256,1.0,96,0.40131578947368424,304
DeepSeek-V4-Pro,none,1,race=White,1.0,32,0.31640625,256,1.0,96,0.41118421052631576,304
DeepSeek-V4-Pro,none,1,gender=woman,1.0,32,0.3203125,256,1.0,96,0.41118421052631576,304
DeepSeek-V4-Pro,none,1,gender=man,1.0,32,0.31640625,256,1.0,96,0.40131578947368424,304
DeepSeek-V4-Pro,none,1,has_anchor=yes,1.0,32,0.30859375,256,1.0,96,0.40460526315789475,304
DeepSeek-V4-Pro,none,1,has_anchor=no,1.0,32,0.328125,256,1.0,96,0.40789473684210525,304
DeepSeek-V4-Pro,none,1,has_barrier=yes,1.0,32,0.328125,256,1.0,96,0.42105263157894735,304
DeepSeek-V4-Pro,none,1,has_barrier=no,1.0,32,0.30859375,256,1.0,96,0.39144736842105265,304
DeepSeek-V4-Pro,none,1,prompt_type=1,1.0,32,0.2734375,256,1.0,96,0.3815789473684211,304
DeepSeek-V4-Pro,none,1,prompt_type=2,1.0,32,0.36328125,256,1.0,96,0.4309210526315789,304
DeepSeek-V4-Pro,none,5,race=Black,1.0,32,0.2890625,256,1.0,96,0.3651315789473684,304
DeepSeek-V4-Pro,none,5,race=White,1.0,32,0.2578125,256,1.0,96,0.3223684210526316,304
DeepSeek-V4-Pro,none,5,gender=woman,1.0,32,0.26953125,256,1.0,96,0.33881578947368424,304
DeepSeek-V4-Pro,none,5,gender=man,1.0,32,0.27734375,256,1.0,96,0.34868421052631576,304
DeepSeek-V4-Pro,none,5,has_anchor=yes,1.0,32,0.26953125,256,1.0,96,0.34868421052631576,304
DeepSeek-V4-Pro,none,5,has_anchor=no,1.0,32,0.27734375,256,1.0,96,0.33881578947368424,304
DeepSeek-V4-Pro,none,5,has_barrier=yes,1.0,32,0.296875,256,1.0,96,0.3651315789473684,304
DeepSeek-V4-Pro,none,5,has_barrier=no,1.0,32,0.25,256,1.0,96,0.3223684210526316,304
DeepSeek-V4-Pro,none,5,prompt_type=1,1.0,32,0.22265625,256,1.0,96,0.3190789473684211,304
DeepSeek-V4-Pro,none,5,prompt_type=2,1.0,32,0.32421875,256,1.0,96,0.3684210526315789,304
DeepSeek-V4-Pro,none,10,race=Black,1.0,32,0.30078125,256,1.0,96,0.3717105263157895,304
DeepSeek-V4-Pro,none,10,race=White,1.0,32,0.2734375,256,1.0,96,0.34210526315789475,304
DeepSeek-V4-Pro,none,10,gender=woman,1.0,32,0.28515625,256,1.0,96,0.35855263157894735,304
DeepSeek-V4-Pro,none,10,gender=man,1.0,32,0.2890625,256,1.0,96,0.35526315789473684,304
DeepSeek-V4-Pro,none,10,has_anchor=yes,1.0,32,0.26953125,256,1.0,96,0.3519736842105263,304
DeepSeek-V4-Pro,none,10,has_anchor=no,1.0,32,0.3046875,256,1.0,96,0.3618421052631579,304
DeepSeek-V4-Pro,none,10,has_barrier=yes,1.0,32,0.30859375,256,1.0,96,0.3881578947368421,304
DeepSeek-V4-Pro,none,10,has_barrier=no,1.0,32,0.265625,256,1.0,96,0.3256578947368421,304
DeepSeek-V4-Pro,none,10,prompt_type=1,1.0,32,0.23828125,256,1.0,96,0.3223684210526316,304
DeepSeek-V4-Pro,none,10,prompt_type=2,1.0,32,0.3359375,256,1.0,96,0.39144736842105265,304
DeepSeek-V4-Pro,none,100,race=Black,1.0,32,0.296875,256,1.0,96,0.35526315789473684,304
DeepSeek-V4-Pro,none,100,race=White,1.0,32,0.2421875,256,1.0,96,0.3157894736842105,304
DeepSeek-V4-Pro,none,100,gender=woman,1.0,32,0.25390625,256,1.0,96,0.3256578947368421,304
DeepSeek-V4-Pro,none,100,gender=man,1.0,32,0.28515625,256,1.0,96,0.34539473684210525,304
DeepSeek-V4-Pro,none,100,has_anchor=yes,1.0,32,0.25,256,1.0,96,0.3223684210526316,304
DeepSeek-V4-Pro,none,100,has_anchor=no,1.0,32,0.2890625,256,1.0,96,0.34868421052631576,304
DeepSeek-V4-Pro,none,100,has_barrier=yes,1.0,32,0.29296875,256,1.0,96,0.3684210526315789,304
DeepSeek-V4-Pro,none,100,has_barrier=no,1.0,32,0.24609375,256,1.0,96,0.3026315789473684,304
DeepSeek-V4-Pro,none,100,prompt_type=1,1.0,32,0.2265625,256,1.0,96,0.3190789473684211,304
DeepSeek-V4-Pro,none,100,prompt_type=2,1.0,32,0.3125,256,1.0,96,0.3519736842105263,304
DeepSeek-V4-Pro,high,default,race=Black,0.96875,32,0.109375,256,0.9895833333333334,96,0.09539473684210527,304
DeepSeek-V4-Pro,high,default,race=White,0.90625,32,0.12109375,256,0.96875,96,0.10855263157894737,304
DeepSeek-V4-Pro,high,default,gender=woman,0.90625,32,0.1171875,256,0.96875,96,0.09868421052631579,304
DeepSeek-V4-Pro,high,default,gender=man,0.96875,32,0.11328125,256,0.9895833333333334,96,0.10526315789473684,304
DeepSeek-V4-Pro,high,default,has_anchor=yes,0.90625,32,0.10546875,256,0.96875,96,0.08881578947368421,304
DeepSeek-V4-Pro,high,default,has_anchor=no,0.96875,32,0.125,256,0.9895833333333334,96,0.11513157894736842,304
DeepSeek-V4-Pro,high,default,has_barrier=yes,0.96875,32,0.1328125,256,0.9895833333333334,96,0.1118421052631579,304
DeepSeek-V4-Pro,high,default,has_barrier=no,0.90625,32,0.09765625,256,0.96875,96,0.09210526315789473,304
DeepSeek-V4-Pro,high,default,prompt_type=1,1.0,32,0.05859375,256,1.0,96,0.05263157894736842,304
DeepSeek-V4-Pro,high,default,prompt_type=2,0.875,32,0.171875,256,0.9583333333333334,96,0.1513157894736842,304
DeepSeek-V4-Pro,high,0.01,race=Black,0.15625,32,0.0,256,0.6145833333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.01,race=White,0.09375,32,0.0,256,0.6145833333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.01,gender=woman,0.09375,32,0.0,256,0.5833333333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.01,gender=man,0.15625,32,0.0,256,0.6458333333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.01,has_anchor=yes,0.09375,32,0.0,256,0.5833333333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.01,has_anchor=no,0.15625,32,0.0,256,0.6458333333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.01,has_barrier=yes,0.09375,32,0.0,256,0.6145833333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.01,has_barrier=no,0.15625,32,0.0,256,0.6145833333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.01,prompt_type=1,0.25,32,0.0,256,0.65625,96,0.0,304
DeepSeek-V4-Pro,high,0.01,prompt_type=2,0.0,32,0.0,256,0.5729166666666666,96,0.0,304
DeepSeek-V4-Pro,high,0.1,race=Black,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.1,race=White,0.15625,32,0.0,256,0.71875,96,0.0,304
DeepSeek-V4-Pro,high,0.1,gender=woman,0.15625,32,0.0,256,0.71875,96,0.0,304
DeepSeek-V4-Pro,high,0.1,gender=man,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.1,has_anchor=yes,0.15625,32,0.0,256,0.71875,96,0.0,304
DeepSeek-V4-Pro,high,0.1,has_anchor=no,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.1,has_barrier=yes,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Pro,high,0.1,has_barrier=no,0.15625,32,0.0,256,0.71875,96,0.0,304
DeepSeek-V4-Pro,high,0.1,prompt_type=1,0.375,32,0.0,256,0.7916666666666666,96,0.0,304
DeepSeek-V4-Pro,high,0.1,prompt_type=2,0.0,32,0.0,256,0.6666666666666666,96,0.0,304
DeepSeek-V4-Pro,high,0.2,race=Black,0.25,32,0.00390625,256,0.75,96,0.003289473684210526,304
DeepSeek-V4-Pro,high,0.2,race=White,0.25,32,0.00390625,256,0.75,96,0.003289473684210526,304
DeepSeek-V4-Pro,high,0.2,gender=woman,0.21875,32,0.00390625,256,0.7395833333333334,96,0.003289473684210526,304
DeepSeek-V4-Pro,high,0.2,gender=man,0.28125,32,0.00390625,256,0.7604166666666666,96,0.003289473684210526,304
DeepSeek-V4-Pro,high,0.2,has_anchor=yes,0.21875,32,0.00390625,256,0.7395833333333334,96,0.003289473684210526,304
DeepSeek-V4-Pro,high,0.2,has_anchor=no,0.28125,32,0.00390625,256,0.7604166666666666,96,0.003289473684210526,304
DeepSeek-V4-Pro,high,0.2,has_barrier=yes,0.25,32,0.0078125,256,0.75,96,0.006578947368421052,304
DeepSeek-V4-Pro,high,0.2,has_barrier=no,0.25,32,0.0,256,0.75,96,0.0,304
DeepSeek-V4-Pro,high,0.2,prompt_type=1,0.46875,32,0.0,256,0.8229166666666666,96,0.0,304
DeepSeek-V4-Pro,high,0.2,prompt_type=2,0.03125,32,0.0078125,256,0.6770833333333334,96,0.006578947368421052,304
DeepSeek-V4-Pro,high,1,race=Black,0.71875,32,0.0703125,256,0.90625,96,0.05921052631578947,304
DeepSeek-V4-Pro,high,1,race=White,0.90625,32,0.04296875,256,0.96875,96,0.03618421052631579,304
DeepSeek-V4-Pro,high,1,gender=woman,0.84375,32,0.05078125,256,0.9479166666666666,96,0.04276315789473684,304
DeepSeek-V4-Pro,high,1,gender=man,0.78125,32,0.0625,256,0.9270833333333334,96,0.05263157894736842,304
DeepSeek-V4-Pro,high,1,has_anchor=yes,0.6875,32,0.07421875,256,0.8958333333333334,96,0.0625,304
DeepSeek-V4-Pro,high,1,has_anchor=no,0.9375,32,0.0390625,256,0.9791666666666666,96,0.03289473684210526,304
DeepSeek-V4-Pro,high,1,has_barrier=yes,0.8125,32,0.05859375,256,0.9375,96,0.049342105263157895,304
DeepSeek-V4-Pro,high,1,has_barrier=no,0.8125,32,0.0546875,256,0.9375,96,0.046052631578947366,304
DeepSeek-V4-Pro,high,1,prompt_type=1,1.0,32,0.0390625,256,1.0,96,0.03289473684210526,304
DeepSeek-V4-Pro,high,1,prompt_type=2,0.625,32,0.07421875,256,0.875,96,0.0625,304
DeepSeek-V4-Pro,high,5,race=Black,1.0,32,0.1171875,256,1.0,96,0.10855263157894737,304
DeepSeek-V4-Pro,high,5,race=White,1.0,32,0.1171875,256,1.0,96,0.10855263157894737,304
DeepSeek-V4-Pro,high,5,gender=woman,1.0,32,0.109375,256,1.0,96,0.10197368421052631,304
DeepSeek-V4-Pro,high,5,gender=man,1.0,32,0.125,256,1.0,96,0.11513157894736842,304
DeepSeek-V4-Pro,high,5,has_anchor=yes,1.0,32,0.125,256,1.0,96,0.12171052631578948,304
DeepSeek-V4-Pro,high,5,has_anchor=no,1.0,32,0.109375,256,1.0,96,0.09539473684210527,304
DeepSeek-V4-Pro,high,5,has_barrier=yes,1.0,32,0.125,256,1.0,96,0.11513157894736842,304
DeepSeek-V4-Pro,high,5,has_barrier=no,1.0,32,0.109375,256,1.0,96,0.10197368421052631,304
DeepSeek-V4-Pro,high,5,prompt_type=1,1.0,32,0.09765625,256,1.0,96,0.08552631578947369,304
DeepSeek-V4-Pro,high,5,prompt_type=2,1.0,32,0.13671875,256,1.0,96,0.13157894736842105,304
DeepSeek-V4-Pro,high,10,race=Black,1.0,32,0.125,256,1.0,96,0.10855263157894737,304
DeepSeek-V4-Pro,high,10,race=White,0.96875,32,0.13671875,256,0.9895833333333334,96,0.12828947368421054,304
DeepSeek-V4-Pro,high,10,gender=woman,1.0,32,0.1484375,256,1.0,96,0.13486842105263158,304
DeepSeek-V4-Pro,high,10,gender=man,0.96875,32,0.11328125,256,0.9895833333333334,96,0.10197368421052631,304
DeepSeek-V4-Pro,high,10,has_anchor=yes,1.0,32,0.109375,256,1.0,96,0.10197368421052631,304
DeepSeek-V4-Pro,high,10,has_anchor=no,0.96875,32,0.15234375,256,0.9895833333333334,96,0.13486842105263158,304
DeepSeek-V4-Pro,high,10,has_barrier=yes,0.96875,32,0.140625,256,0.9895833333333334,96,0.125,304
DeepSeek-V4-Pro,high,10,has_barrier=no,1.0,32,0.12109375,256,1.0,96,0.1118421052631579,304
DeepSeek-V4-Pro,high,10,prompt_type=1,0.96875,32,0.1015625,256,0.9895833333333334,96,0.09210526315789473,304
DeepSeek-V4-Pro,high,10,prompt_type=2,1.0,32,0.16015625,256,1.0,96,0.14473684210526316,304
DeepSeek-V4-Pro,high,100,race=Black,1.0,32,0.1640625,256,1.0,96,0.17105263157894737,304
DeepSeek-V4-Pro,high,100,race=White,1.0,32,0.1875,256,1.0,96,0.20065789473684212,304
DeepSeek-V4-Pro,high,100,gender=woman,1.0,32,0.171875,256,1.0,96,0.17763157894736842,304
DeepSeek-V4-Pro,high,100,gender=man,1.0,32,0.1796875,256,1.0,96,0.19407894736842105,304
DeepSeek-V4-Pro,high,100,has_anchor=yes,1.0,32,0.171875,256,1.0,96,0.20065789473684212,304
DeepSeek-V4-Pro,high,100,has_anchor=no,1.0,32,0.1796875,256,1.0,96,0.17105263157894737,304
DeepSeek-V4-Pro,high,100,has_barrier=yes,1.0,32,0.17578125,256,1.0,96,0.17763157894736842,304
DeepSeek-V4-Pro,high,100,has_barrier=no,1.0,32,0.17578125,256,1.0,96,0.19407894736842105,304
DeepSeek-V4-Pro,high,100,prompt_type=1,1.0,32,0.14453125,256,1.0,96,0.14144736842105263,304
DeepSeek-V4-Pro,high,100,prompt_type=2,1.0,32,0.20703125,256,1.0,96,0.23026315789473684,304
DeepSeek-V4-Pro,max,default,race=Black,0.9375,32,0.13671875,256,0.9791666666666666,96,0.11842105263157894,304
DeepSeek-V4-Pro,max,default,race=White,0.90625,32,0.14453125,256,0.96875,96,0.125,304
DeepSeek-V4-Pro,max,default,gender=woman,0.84375,32,0.1328125,256,0.9479166666666666,96,0.11513157894736842,304
DeepSeek-V4-Pro,max,default,gender=man,1.0,32,0.1484375,256,1.0,96,0.12828947368421054,304
DeepSeek-V4-Pro,max,default,has_anchor=yes,0.90625,32,0.13671875,256,0.96875,96,0.11842105263157894,304
DeepSeek-V4-Pro,max,default,has_anchor=no,0.9375,32,0.14453125,256,0.9791666666666666,96,0.125,304
DeepSeek-V4-Pro,max,default,has_barrier=yes,0.9375,32,0.16015625,256,0.9791666666666666,96,0.13486842105263158,304
DeepSeek-V4-Pro,max,default,has_barrier=no,0.90625,32,0.12109375,256,0.96875,96,0.10855263157894737,304
DeepSeek-V4-Pro,max,default,prompt_type=1,0.90625,32,0.0859375,256,0.96875,96,0.0756578947368421,304
DeepSeek-V4-Pro,max,default,prompt_type=2,0.9375,32,0.1953125,256,0.9791666666666666,96,0.16776315789473684,304
DeepSeek-V4-Pro,max,0.01,race=Black,0.0,32,0.0,256,0.4895833333333333,96,0.0,304
DeepSeek-V4-Pro,max,0.01,race=White,0.0,32,0.0,256,0.5,96,0.0,304
DeepSeek-V4-Pro,max,0.01,gender=woman,0.0,32,0.0,256,0.4791666666666667,96,0.0,304
DeepSeek-V4-Pro,max,0.01,gender=man,0.0,32,0.0,256,0.5104166666666666,96,0.0,304
DeepSeek-V4-Pro,max,0.01,has_anchor=yes,0.0,32,0.0,256,0.5104166666666666,96,0.0,304
DeepSeek-V4-Pro,max,0.01,has_anchor=no,0.0,32,0.0,256,0.4791666666666667,96,0.0,304
DeepSeek-V4-Pro,max,0.01,has_barrier=yes,0.0,32,0.0,256,0.53125,96,0.0,304
DeepSeek-V4-Pro,max,0.01,has_barrier=no,0.0,32,0.0,256,0.4583333333333333,96,0.0,304
DeepSeek-V4-Pro,max,0.01,prompt_type=1,0.0,32,0.0,256,0.5,96,0.0,304
DeepSeek-V4-Pro,max,0.01,prompt_type=2,0.0,32,0.0,256,0.4895833333333333,96,0.0,304
DeepSeek-V4-Pro,max,0.1,race=Black,0.15625,32,0.0,256,0.6875,96,0.0,304
DeepSeek-V4-Pro,max,0.1,race=White,0.03125,32,0.0,256,0.6458333333333334,96,0.0,304
DeepSeek-V4-Pro,max,0.1,gender=woman,0.0625,32,0.0,256,0.65625,96,0.0,304
DeepSeek-V4-Pro,max,0.1,gender=man,0.125,32,0.0,256,0.6770833333333334,96,0.0,304
DeepSeek-V4-Pro,max,0.1,has_anchor=yes,0.0625,32,0.0,256,0.6770833333333334,96,0.0,304
DeepSeek-V4-Pro,max,0.1,has_anchor=no,0.125,32,0.0,256,0.65625,96,0.0,304
DeepSeek-V4-Pro,max,0.1,has_barrier=yes,0.03125,32,0.0,256,0.6666666666666666,96,0.0,304
DeepSeek-V4-Pro,max,0.1,has_barrier=no,0.15625,32,0.0,256,0.6666666666666666,96,0.0,304
DeepSeek-V4-Pro,max,0.1,prompt_type=1,0.1875,32,0.0,256,0.6979166666666666,96,0.0,304
DeepSeek-V4-Pro,max,0.1,prompt_type=2,0.0,32,0.0,256,0.6354166666666666,96,0.0,304
DeepSeek-V4-Pro,max,0.2,race=Black,0.09375,32,0.0,256,0.6875,96,0.0,304
DeepSeek-V4-Pro,max,0.2,race=White,0.1875,32,0.0,256,0.71875,96,0.0,304
DeepSeek-V4-Pro,max,0.2,gender=woman,0.15625,32,0.0,256,0.7083333333333334,96,0.0,304
DeepSeek-V4-Pro,max,0.2,gender=man,0.125,32,0.0,256,0.6979166666666666,96,0.0,304
DeepSeek-V4-Pro,max,0.2,has_anchor=yes,0.09375,32,0.0,256,0.6770833333333334,96,0.0,304
DeepSeek-V4-Pro,max,0.2,has_anchor=no,0.1875,32,0.0,256,0.7291666666666666,96,0.0,304
DeepSeek-V4-Pro,max,0.2,has_barrier=yes,0.09375,32,0.0,256,0.6875,96,0.0,304
DeepSeek-V4-Pro,max,0.2,has_barrier=no,0.1875,32,0.0,256,0.71875,96,0.0,304
DeepSeek-V4-Pro,max,0.2,prompt_type=1,0.25,32,0.0,256,0.75,96,0.0,304
DeepSeek-V4-Pro,max,0.2,prompt_type=2,0.03125,32,0.0,256,0.65625,96,0.0,304
DeepSeek-V4-Pro,max,1,race=Black,0.59375,32,0.01171875,256,0.8645833333333334,96,0.009868421052631578,304
DeepSeek-V4-Pro,max,1,race=White,0.625,32,0.0390625,256,0.875,96,0.03289473684210526,304
DeepSeek-V4-Pro,max,1,gender=woman,0.59375,32,0.0234375,256,0.8645833333333334,96,0.019736842105263157,304
DeepSeek-V4-Pro,max,1,gender=man,0.625,32,0.02734375,256,0.875,96,0.023026315789473683,304
DeepSeek-V4-Pro,max,1,has_anchor=yes,0.5625,32,0.03515625,256,0.8541666666666666,96,0.029605263157894735,304
DeepSeek-V4-Pro,max,1,has_anchor=no,0.65625,32,0.015625,256,0.8854166666666666,96,0.013157894736842105,304
DeepSeek-V4-Pro,max,1,has_barrier=yes,0.65625,32,0.03515625,256,0.8854166666666666,96,0.029605263157894735,304
DeepSeek-V4-Pro,max,1,has_barrier=no,0.5625,32,0.015625,256,0.8541666666666666,96,0.013157894736842105,304
DeepSeek-V4-Pro,max,1,prompt_type=1,0.90625,32,0.0234375,256,0.96875,96,0.019736842105263157,304
DeepSeek-V4-Pro,max,1,prompt_type=2,0.3125,32,0.02734375,256,0.7708333333333334,96,0.023026315789473683,304
DeepSeek-V4-Pro,max,5,race=Black,0.96875,32,0.08984375,256,0.9895833333333334,96,0.07894736842105263,304
DeepSeek-V4-Pro,max,5,race=White,1.0,32,0.09765625,256,1.0,96,0.08223684210526316,304
DeepSeek-V4-Pro,max,5,gender=woman,0.96875,32,0.09765625,256,0.9895833333333334,96,0.08223684210526316,304
DeepSeek-V4-Pro,max,5,gender=man,1.0,32,0.08984375,256,1.0,96,0.07894736842105263,304
DeepSeek-V4-Pro,max,5,has_anchor=yes,0.96875,32,0.0859375,256,0.9895833333333334,96,0.0756578947368421,304
DeepSeek-V4-Pro,max,5,has_anchor=no,1.0,32,0.1015625,256,1.0,96,0.08552631578947369,304
DeepSeek-V4-Pro,max,5,has_barrier=yes,0.96875,32,0.09765625,256,0.9895833333333334,96,0.08223684210526316,304
DeepSeek-V4-Pro,max,5,has_barrier=no,1.0,32,0.08984375,256,1.0,96,0.07894736842105263,304
DeepSeek-V4-Pro,max,5,prompt_type=1,1.0,32,0.0703125,256,1.0,96,0.0625,304
DeepSeek-V4-Pro,max,5,prompt_type=2,0.96875,32,0.1171875,256,0.9895833333333334,96,0.09868421052631579,304
DeepSeek-V4-Pro,max,10,race=Black,1.0,32,0.10546875,256,1.0,96,0.10197368421052631,304
DeepSeek-V4-Pro,max,10,race=White,1.0,32,0.11328125,256,1.0,96,0.09868421052631579,304
DeepSeek-V4-Pro,max,10,gender=woman,1.0,32,0.109375,256,1.0,96,0.09539473684210527,304
DeepSeek-V4-Pro,max,10,gender=man,1.0,32,0.109375,256,1.0,96,0.10526315789473684,304
DeepSeek-V4-Pro,max,10,has_anchor=yes,1.0,32,0.1171875,256,1.0,96,0.10855263157894737,304
DeepSeek-V4-Pro,max,10,has_anchor=no,1.0,32,0.1015625,256,1.0,96,0.09210526315789473,304
DeepSeek-V4-Pro,max,10,has_barrier=yes,1.0,32,0.11328125,256,1.0,96,0.10526315789473684,304
DeepSeek-V4-Pro,max,10,has_barrier=no,1.0,32,0.10546875,256,1.0,96,0.09539473684210527,304
DeepSeek-V4-Pro,max,10,prompt_type=1,1.0,32,0.08984375,256,1.0,96,0.07894736842105263,304
DeepSeek-V4-Pro,max,10,prompt_type=2,1.0,32,0.12890625,256,1.0,96,0.12171052631578948,304
DeepSeek-V4-Pro,max,100,race=Black,1.0,32,0.18359375,256,1.0,96,0.18421052631578946,304
DeepSeek-V4-Pro,max,100,race=White,1.0,32,0.1796875,256,1.0,96,0.1875,304
DeepSeek-V4-Pro,max,100,gender=woman,1.0,32,0.1875,256,1.0,96,0.1875,304
DeepSeek-V4-Pro,max,100,gender=man,1.0,32,0.17578125,256,1.0,96,0.18421052631578946,304
DeepSeek-V4-Pro,max,100,has_anchor=yes,1.0,32,0.15625,256,1.0,96,0.18092105263157895,304
DeepSeek-V4-Pro,max,100,has_anchor=no,1.0,32,0.20703125,256,1.0,96,0.19078947368421054,304
DeepSeek-V4-Pro,max,100,has_barrier=yes,1.0,32,0.1796875,256,1.0,96,0.19407894736842105,304
DeepSeek-V4-Pro,max,100,has_barrier=no,1.0,32,0.18359375,256,1.0,96,0.17763157894736842,304
DeepSeek-V4-Pro,max,100,prompt_type=1,1.0,32,0.15625,256,1.0,96,0.15460526315789475,304
DeepSeek-V4-Pro,max,100,prompt_type=2,1.0,32,0.20703125,256,1.0,96,0.21710526315789475,304
Claude-Fable-5,low,default,race=Black,1.0,31,0.1377952755905512,254,1.0,93,0.1291390728476821,302
Claude-Fable-5,low,default,race=White,1.0,32,0.1411764705882353,255,1.0,92,0.1353135313531353,303
Claude-Fable-5,low,default,gender=woman,1.0,32,0.14960629921259844,254,1.0,93,0.1390728476821192,302
Claude-Fable-5,low,default,gender=man,1.0,31,0.12941176470588237,255,1.0,92,0.1254125412541254,303
Claude-Fable-5,low,default,has_anchor=yes,1.0,32,0.1568627450980392,255,1.0,96,0.1617161716171617,303
Claude-Fable-5,low,default,has_anchor=no,1.0,31,0.1220472440944882,254,1.0,89,0.10264900662251655,302
Claude-Fable-5,low,default,has_barrier=yes,1.0,32,0.19291338582677164,254,1.0,92,0.17880794701986755,302
Claude-Fable-5,low,default,has_barrier=no,1.0,31,0.08627450980392157,255,1.0,93,0.0858085808580858,303
Claude-Fable-5,low,default,prompt_type=1,1.0,31,0.10196078431372549,255,1.0,90,0.11221122112211221,303
Claude-Fable-5,low,default,prompt_type=2,1.0,32,0.17716535433070865,254,1.0,95,0.152317880794702,302
Claude-Fable-5,low,0.01,race=Black,0.8125,32,0.0078125,256,0.9375,96,0.006578947368421052,304
Claude-Fable-5,low,0.01,race=White,0.75,32,0.0078125,256,0.9166666666666666,96,0.006578947368421052,304
Claude-Fable-5,low,0.01,gender=woman,0.78125,32,0.0078125,256,0.9270833333333334,96,0.006578947368421052,304
Claude-Fable-5,low,0.01,gender=man,0.78125,32,0.0078125,256,0.9270833333333334,96,0.006578947368421052,304
Claude-Fable-5,low,0.01,has_anchor=yes,0.8125,32,0.015625,256,0.9375,96,0.013157894736842105,304
Claude-Fable-5,low,0.01,has_anchor=no,0.75,32,0.0,256,0.9166666666666666,96,0.0,304
Claude-Fable-5,low,0.01,has_barrier=yes,0.90625,32,0.01171875,256,0.96875,96,0.009868421052631578,304
Claude-Fable-5,low,0.01,has_barrier=no,0.65625,32,0.00390625,256,0.8854166666666666,96,0.003289473684210526,304
Claude-Fable-5,low,0.01,prompt_type=1,0.9375,32,0.0,256,0.9791666666666666,96,0.0,304
Claude-Fable-5,low,0.01,prompt_type=2,0.625,32,0.015625,256,0.875,96,0.013157894736842105,304
Claude-Fable-5,low,0.1,race=Black,0.84375,32,0.00390625,256,0.9479166666666666,96,0.003289473684210526,304
Claude-Fable-5,low,0.1,race=White,0.8125,32,0.0078125,256,0.9375,96,0.006578947368421052,304
Claude-Fable-5,low,0.1,gender=woman,0.8125,32,0.00390625,256,0.9375,96,0.003289473684210526,304
Claude-Fable-5,low,0.1,gender=man,0.84375,32,0.0078125,256,0.9479166666666666,96,0.006578947368421052,304
Claude-Fable-5,low,0.1,has_anchor=yes,0.9375,32,0.01171875,256,0.9791666666666666,96,0.009868421052631578,304
Claude-Fable-5,low,0.1,has_anchor=no,0.71875,32,0.0,256,0.90625,96,0.0,304
Claude-Fable-5,low,0.1,has_barrier=yes,0.90625,32,0.0078125,256,0.96875,96,0.006578947368421052,304
Claude-Fable-5,low,0.1,has_barrier=no,0.75,32,0.00390625,256,0.9166666666666666,96,0.003289473684210526,304
Claude-Fable-5,low,0.1,prompt_type=1,1.0,32,0.0,256,1.0,96,0.0,304
Claude-Fable-5,low,0.1,prompt_type=2,0.65625,32,0.01171875,256,0.8854166666666666,96,0.009868421052631578,304
Claude-Fable-5,low,0.2,race=Black,0.9375,32,0.0234375,256,0.9791666666666666,96,0.023026315789473683,304
Claude-Fable-5,low,0.2,race=White,0.875,32,0.0078125,256,0.9583333333333334,96,0.006578947368421052,304
Claude-Fable-5,low,0.2,gender=woman,0.90625,32,0.01171875,256,0.96875,96,0.013157894736842105,304
